Entry#,melt,diffusing species,type of diffusion,type of experiment,T(K),P(MPa),PH2O(Mpa),C range(wt%),D(m2/s),1s error,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2Ot,Composition unit,dry total,Ref#,Ref# (Repeat but for checking it copied over correctly),author,year,journal,Vol,Page,Comments,doi,title
2953,LP1 (An dissolution),Fe,SEBD from dif matrix,dissolving anorthosite,1673.15,600,,5 to 22.95,6.7e-11,,39.38,6.945,20.755,13.975,0.025,5.08,12.285,0.295,,,,wt%,98.74,Morgan2006GCA,Morgan2006GCA,Morgan,2006,GCA,70,3477.0,melt compsition is average of interface and initial melts,10.1016/j.gca.2006.04.027,An experimental study of anorthosite dissolution in lunar picritic magmas: Implications for crustal assimilation processes
2954,LP2 (An dissolution),Fe,SEBD,dissolving anorthosite,1673.15,600,,4 to 21.65,7.9e-11,,43.13,1.815,23.04,13.325,0.285,5.485,13.38,0.185,,,,wt%,100.645,Morgan2006GCA,Morgan2006GCA,Morgan,2006,GCA,70,3477.0,melt compsition is average of interface and initial melts,10.1016/j.gca.2006.04.027,An experimental study of anorthosite dissolution in lunar picritic magmas: Implications for crustal assimilation processes
2955,LP1 (An dissolution),Fe,SEBD,dissolving anorthosite,1673.15,600,,5 to 22.95,6.7e-11,,39.38,6.945,20.755,13.975,0.025,5.08,12.285,0.295,,,,wt%,98.74,Morgan2006GCA,Morgan2006GCA,Morgan,2006,GCA,70,3477.0,melt compsition is average of interface and initial melts,10.1016/j.gca.2006.04.027,An experimental study of anorthosite dissolution in lunar picritic magmas: Implications for crustal assimilation processes
685,Rhyolite2,Sr-87,Self,diffusion couple,1528.15,1000,,,2.009e-12,6e-14,72.1,0.2,14.86,2.2,,0.47,2.03,4.13,3.2,,,wt%,99.19,Lesher1994,Lesher1994,Lesher,1994,,JGR,99.0,,10.1029/94jb00469,"Kinetics of Sr and Nd exchange in silicate liquids: Theory, experiments, and applications to uphill diffusion, isotopic equilibration, and irreversible mixing of magmas"
686,Rhyolite2,Sr-87,Self,diffusion couple,1633.15,1000,,,3.79e-12,1.69e-13,72.1,0.2,14.86,2.2,,0.47,2.03,4.13,3.2,,,wt%,99.19,Lesher1994,Lesher1994,Lesher,1994,,JGR,99.0,,10.1029/94jb00469,"Kinetics of Sr and Nd exchange in silicate liquids: Theory, experiments, and applications to uphill diffusion, isotopic equilibration, and irreversible mixing of magmas"
687,Rhyolite2,Sr-87,Self,diffusion couple,1738.15,1000,,,7.336e-12,4.1e-13,72.1,0.2,14.86,2.2,,0.47,2.03,4.13,3.2,,,wt%,99.19,Lesher1994,Lesher1994,Lesher,1994,,JGR,99.0,,10.1029/94jb00469,"Kinetics of Sr and Nd exchange in silicate liquids: Theory, experiments, and applications to uphill diffusion, isotopic equilibration, and irreversible mixing of magmas"
688,Basalt3,Sr-87,Self,diffusion couple,1528.15,1000,,,1.4e-12,1.03e-13,47.48,3.3,14.07,12.93,,7.2,10.2,2.12,0.37,,,wt%,97.67,Lesher1994,Lesher1994,Lesher,1994,,JGR,99.0,,10.1029/94jb00469,"Kinetics of Sr and Nd exchange in silicate liquids: Theory, experiments, and applications to uphill diffusion, isotopic equilibration, and irreversible mixing of magmas"
2196,Rhyolite2,Nd-144,Self,diffusion couple,1528.15,1000,,,1.866e-13,3.34e-14,72.1,0.2,14.86,2.2,,0.47,2.03,4.13,3.2,,,wt%,99.19,Lesher1994,Lesher1994,Lesher,1994,,JGR,99.0,,10.1029/94jb00469,"Kinetics of Sr and Nd exchange in silicate liquids: Theory, experiments, and applications to uphill diffusion, isotopic equilibration, and irreversible mixing of magmas"
2197,Rhyolite2,Nd-144,Self,diffusion couple,1633.15,1000,,,4.462e-13,1.173e-13,72.1,0.2,14.86,2.2,,0.47,2.03,4.13,3.2,,,wt%,99.19,Lesher1994,Lesher1994,Lesher,1994,,JGR,99.0,,10.1029/94jb00469,"Kinetics of Sr and Nd exchange in silicate liquids: Theory, experiments, and applications to uphill diffusion, isotopic equilibration, and irreversible mixing of magmas"
2198,Rhyolite2,Nd-144,Self,diffusion couple,1738.15,1000,,,1.24e-12,8.07e-13,72.1,0.2,14.86,2.2,,0.47,2.03,4.13,3.2,,,wt%,99.19,Lesher1994,Lesher1994,Lesher,1994,,JGR,99.0,,10.1029/94jb00469,"Kinetics of Sr and Nd exchange in silicate liquids: Theory, experiments, and applications to uphill diffusion, isotopic equilibration, and irreversible mixing of magmas"
2199,Basalt3,Nd-144,Self,diffusion couple,1528.15,1000,,,6.136e-12,4.23e-13,47.48,3.3,14.07,12.93,,7.2,10.2,2.12,0.37,,,wt%,97.67,Lesher1994,Lesher1994,Lesher,1994,,JGR,99.0,,10.1029/94jb00469,"Kinetics of Sr and Nd exchange in silicate liquids: Theory, experiments, and applications to uphill diffusion, isotopic equilibration, and irreversible mixing of magmas"
689,wet rhyolite8,Sr,Tracer,diffusion couple,1448.15,1000,,,6.99e-13,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.67,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
690,Rhyolite8,Sr,Tracer,diffusion couple,1448.15,1000,,,4.35e-13,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
691,Rhyolite8,Sr,Tracer,diffusion couple,1448.15,1000,,,5.56e-13,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.4,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
692,Rhyolite8,Sr,Tracer,diffusion couple,1548.15,1000,,,1.43e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
693,Rhyolite8,Sr,Tracer,diffusion couple,1548.15,1000,,,1.13e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.49,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
694,Rhyolite8,Sr,Tracer,diffusion couple,1548.15,1000,,,1.46e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.38,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
695,Rhyolite8,Sr,Tracer,diffusion couple,1548.15,1000,,,1.6e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.17,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
696,wet rhyolite8,Sr,Tracer,diffusion couple,1548.15,1000,,,3.08e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.67,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
697,Rhyolite8,Sr,Tracer,diffusion couple,1623.15,1000,,,2.62e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
698,Rhyolite8,Sr,Tracer,diffusion couple,1623.15,1000,,,5.26e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
699,wet rhyolite8,Sr,Tracer,diffusion couple,1623.15,1000,,,3.89e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.79,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
700,wet Rhyolite8,Sr,Tracer,diffusion couple,1673.15,1000,,,1.24e-11,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.59,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
701,Rhyolite8,Sr,Tracer,diffusion couple,1673.15,1000,,,4.26e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.37,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
702,wet rhyolite8,Sr,Tracer,diffusion couple,1673.15,1000,,,6.82e-12,,73.68,0.28,13.64,1.815,0.1,0.22,0.99,4.57,4.09,,0.66,wt%,99.28,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2212,wet rhyolite8,Nd,Tracer,diffusion couple,1448.15,1000,,,3.41e-14,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.67,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2213,Rhyolite8,Nd,Tracer,diffusion couple,1448.15,1000,,,2.23e-14,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2214,Rhyolite8,Nd,Tracer,diffusion couple,1448.15,1000,,,1.56e-14,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.4,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2215,Rhyolite8,Nd,Tracer,diffusion couple,1548.15,1000,,,6.99e-14,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2216,Rhyolite8,Nd,Tracer,diffusion couple,1548.15,1000,,,6.22e-14,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2217,Rhyolite8,Nd,Tracer,diffusion couple,1548.15,1000,,,8.06e-14,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.49,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2218,Rhyolite8,Nd,Tracer,diffusion couple,1548.15,1000,,,9.17e-14,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.38,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2219,Rhyolite8,Nd,Tracer,diffusion couple,1548.15,1000,,,1.34e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.17,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2220,wet rhyolite8,Nd,Tracer,diffusion couple,1548.15,1000,,,1.8e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.67,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2221,Rhyolite8,Nd,Tracer,diffusion couple,1623.15,1000,,,2.17e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2222,Rhyolite8,Nd,Tracer,diffusion couple,1623.15,1000,,,1.63e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2223,Rhyolite8,Nd,Tracer,diffusion couple,1623.15,1000,,,4.22e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2224,wet rhyolite8,Nd,Tracer,diffusion couple,1623.15,1000,,,2.3e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.79,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2225,Rhyolite8,Nd,Tracer,diffusion couple,1673.15,1000,,,8.18e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2226,wet rhyolite8,Nd,Tracer,diffusion couple,1673.15,1000,,,1.01e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.59,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2227,Rhyolite8,Nd,Tracer,diffusion couple,1673.15,1000,,,3.17e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.37,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
2228,wet rhyolite8,Nd,Tracer,diffusion couple,1673.15,1000,,,5.77e-13,,73.715,0.29,13.59,1.82,0.1,0.17,0.97,4.665,4.17,,0.66,wt%,99.61500000000001,Perez1996GCA,Perez1996GCA,Perez,1996,GCA,60,1387.0,,10.1016/0016-7037(96)00016-6,"Diffusivity of strontium, neodymium, and lead in natural rhyolite melt at 1.0 GPa WALDO"
884,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,1.78e-14,,75.5936521347302,,11.87396530359356,,,,,4.439607975667455,4.114161315759829,,,wt%,96.02138672975106,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.98; SiO2/(SiO2+B2O3)=0.95,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
885,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,1.47e-14,,76.43898862956313,,11.92122681029324,,,,,4.478276481149012,4.142088569718732,,,wt%,96.98058049072411,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.02; SiO2/(SiO2+B2O3)=0.962,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
886,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,1.33e-14,,77.35204413994497,,11.97227438647723,,,,,4.520042679845004,4.172253046554727,,,wt%,98.01661425282192,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.98; SiO2/(SiO2+B2O3)=0.975,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
887,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,1.86e-14,,72.33062898154105,,11.69153453009887,,,,,4.290346433717253,4.006361313240238,,,wt%,92.3188712585974,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=7.68; SiO2/(SiO2+B2O3)=0.904,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
888,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,1.41e-14,,72.47324888226528,,11.69950819672131,,,,,4.296870342771982,4.01107302533532,,,wt%,92.4807004470939,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=7.52; SiO2/(SiO2+B2O3)=0.906,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
889,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,1.28e-14,,72.61580031882326,,11.70747803561401,,,,,4.303391120047824,4.015782475590095,,,wt%,92.64245195007518,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=7.36; SiO2/(SiO2+B2O3)=0.908,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
890,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,1.24e-14,,73.75375300583993,,11.77109927859842,,,,,4.355444864307798,4.053376846444522,,,wt%,93.93367399519066,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=6.07; SiO2/(SiO2+B2O3)=0.924,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
891,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,1.22e-14,,74.03755997506121,,11.78696650432363,,,,,4.368427139901149,4.062752934373052,,,wt%,94.25570655365904,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=5.74; SiO2/(SiO2+B2O3)=0.928,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
892,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,9.94e-15,,74.17936154836379,,11.7948944194765,,,,,4.374913615935319,4.067437611508842,,,wt%,94.41660719528444,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=5.58; SiO2/(SiO2+B2O3)=0.93,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
893,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,9.16e-15,,74.3919366563645,,11.8067791777383,,,,,4.384637509058605,4.074460423208993,,,wt%,94.6578137663704,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=5.34; SiO2/(SiO2+B2O3)=0.933,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
894,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,7.39e-15,,75.24071316658589,,11.85423301058422,,,,,4.423463372296178,4.102501324436128,,,wt%,95.62091087390242,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=4.38; SiO2/(SiO2+B2O3)=0.945,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
895,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,6.59e-15,,76.36863632988548,,11.91729351780808,,,,,4.475058332752068,4.139764351432049,,,wt%,96.90075253187767,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.1; SiO2/(SiO2+B2O3)=0.961,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
896,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,6.02e-15,,76.50932415378628,,11.92515916488767,,,,,4.481493862180821,4.14441223379726,,,wt%,97.06038941465204,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.94; SiO2/(SiO2+B2O3)=0.963,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
897,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,3.47e-15,,76.86075035296446,,11.94480688123308,,,,,4.497569266463431,4.156022248001367,,,wt%,97.45914874866233,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.54; SiO2/(SiO2+B2O3)=0.968,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
898,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,2.91e-15,,77.35204413994495,,11.97227438647723,,,,,4.520042679845004,4.172253046554726,,,wt%,98.01661425282191,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.98; SiO2/(SiO2+B2O3)=0.975,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
899,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,3.2e-15,,77.70246722341955,,11.99186602011494,,,,,4.536072198275862,4.183829920977012,,,wt%,98.41423536278737,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.59; SiO2/(SiO2+B2O3)=0.98,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
900,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,2.52e-15,,78.26227773491469,,12.02316419356575,,,,,4.561679794735614,4.202324296197944,,,wt%,99.04944601941399,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.95; SiO2/(SiO2+B2O3)=0.988,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
901,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,2.34e-15,,78.47193227703504,,12.03488566733106,,,,,4.571270091452682,4.209250621604715,,,wt%,99.28733865742349,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.71; SiO2/(SiO2+B2O3)=0.991,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
902,HR7 (HPG8),B,FEBD,Diffusion couple,1573.15,0.1,,,2.88e-15,,78.89079325000391,,12.05830356162665,,,,,4.590430186785439,4.223088468233929,,,wt%,99.76261546664992,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.24; SiO2/(SiO2+B2O3)=0.997,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
903,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,1.43e-14,,75.45584044265965,,11.81310102337287,,,,,4.657088661472694,3.935041915724411,,,wt%,95.86107204322964,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=4.14 wt%; SiO2/(B2O3+SiO2)=0.948,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
904,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,1.43e-14,,75.66731914755856,,11.82800944382267,,,,,4.653775679150518,3.952158991055655,,,wt%,96.10126326158739,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.9 wt%; SiO2/(B2O3+SiO2)=0.951,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
905,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,1.42e-14,,76.01944480393425,,11.85283292351495,,,,,4.648259350330012,3.98066002329494,,,wt%,96.50119710107415,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.5 wt%; SiO2/(B2O3+SiO2)=0.956,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
906,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,1.33e-14,,76.37114755688589,,11.87762659017211,,,,,4.642749646628419,4.009126825753166,,,wt%,96.90065061943959,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.1 wt%; SiO2/(B2O3+SiO2)=0.961,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
907,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,1.16e-14,,76.79263369983659,,11.90733971252112,,,,,4.636146730550863,4.043241892153876,,,wt%,97.37936203506244,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.62 wt%; SiO2/(B2O3+SiO2)=0.967,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
908,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,9.88e-15,,77.3536718930136,,11.94689070786258,,,,,4.627357620474982,4.08865229421259,,,wt%,98.01657251556375,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.98 wt%; SiO2/(B2O3+SiO2)=0.975,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
