Entry#,melt,diffusing species,type of diffusion,type of experiment,T(K),P(MPa),PH2O(Mpa),C range(wt%),D(m2/s),1s error,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2Ot,Composition unit,dry total,Ref#,Ref# (Repeat but for checking it copied over correctly),author,year,journal,Vol,Page,Comments,doi,title
2385,wet trachyte1,Eu,Tracer,diffusion triple,1373.15,500,,,1.949844599758035e-12,3.591746487246234e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.15,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2386,wet trachyte1,Eu,Tracer,diffusion triple,1423.15,500,,,2.344228815319916e-12,2.159114529889092e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.13,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2387,wet trachyte1,Eu,Tracer,diffusion triple,1527.15,500,,,4.897788193684452e-12,7.894301858394038e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.4,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2388,phonolite1,Eu,Tracer,diffusion triple,1373.15,500,,,1.548816618912473e-13,5.34942308773395e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2389,phonolite1,Eu,Tracer,diffusion triple,1423.15,500,,,5.12861383991365e-13,1.062816279795731e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2390,phonolite1,Eu,Tracer,diffusion triple,1423.15,500,,,1.288249551693129e-12,2.669673792406376e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.06,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2391,phonolite1,Eu,Tracer,diffusion triple,1473.15,500,,,1.096478196143182e-12,2.272260914309062e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2392,phonolite1,Eu,Tracer,diffusion triple,1523.15,500,,,2.818382931264444e-12,5.191653219102698e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.04,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2393,phonolite1,Eu,Tracer,diffusion triple,1523.15,500,,,5.011872336272694e-12,9.232210023592598e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2394,wet phonolite1,Eu,Tracer,diffusion triple,1323.15,500,,,1.621810097358928e-12,2.987484603076713e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.6,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,64.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2395,wet phonolite1,Eu,Tracer,diffusion triple,1423.15,500,,,5.495408738576231e-12,5.061458496541937e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.68,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2396,wet phonolite1,Eu,Tracer,diffusion triple,1473.15,500,,,7.94328234724281e-12,7.316033408881619e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.72,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2397,wet phonolite1,Eu,Tracer,diffusion triple,1528.15,500,,,1.698243652461744e-11,1.564140207372069e-12,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.86,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2419,Trachyte1,Gd,Tracer,diffusion triple,1323.15,500,,,8.511380382023759e-15,1.56785420707599e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.1,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2420,Trachyte1,Gd,Tracer,diffusion triple,1423.15,500,,,3.090295432513583e-14,4.269400917512018e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.04,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2421,Trachyte1,Gd,Tracer,diffusion triple,1423.15,500,,,2.454708915685027e-14,3.956523309827146e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.08,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2422,Trachyte1,Gd,Tracer,diffusion triple,1468.15,500,,,4.365158322401658e-14,6.030689089032573e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.07,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2423,Trachyte1,Gd,Tracer,diffusion triple,1523.15,500,,,8.511380382023738e-14,1.371872431191488e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2424,Trachyte1,Gd,Tracer,diffusion triple,1527.15,500,,,8.511380382023738e-14,1.17589065530699e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2425,wet trachyte1,Gd,Tracer,diffusion triple,1323.15,500,,,3.162277660168375e-13,8.00955474023297e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.71,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2426,wet trachyte1,Gd,Tracer,diffusion triple,1373.15,500,,,3.715352290971718e-13,5.988440360288928e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.15,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2427,wet trachyte1,Gd,Tracer,diffusion triple,1423.15,500,,,5.754399373371548e-13,1.854999190276345e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.13,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2428,wet trachyte1,Gd,Tracer,diffusion triple,1527.15,500,,,1.737800828749373e-12,2.801003998009704e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.4,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2429,phonolite1,Gd,Tracer,diffusion triple,1373.15,500,,,6.025595860743546e-14,3.052378385178037e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2430,phonolite1,Gd,Tracer,diffusion triple,1423.15,500,,,1.548816618912473e-13,2.85302564679144e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2431,phonolite1,Gd,Tracer,diffusion triple,1423.15,500,,,8.12830516164097e-14,1.497289143720085e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.06,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2432,phonolite1,Gd,Tracer,diffusion triple,1473.15,500,,,2.754228703338154e-13,5.073476764002204e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2433,phonolite1,Gd,Tracer,diffusion triple,1523.15,500,,,7.079457843841345e-13,9.780632458625311e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.04,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2434,phonolite1,Gd,Tracer,diffusion triple,1523.15,500,,,5.495408738576225e-13,1.138828161721935e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2435,wet phonolite1,Gd,Tracer,diffusion triple,1323.15,500,,,2.951209226666382e-13,1.019311555744275e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.6,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,64.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2436,wet phonolite1,Gd,Tracer,diffusion triple,1423.15,500,,,1.949844599758035e-12,3.142778176340455e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.68,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2437,wet phonolite1,Gd,Tracer,diffusion triple,1473.15,500,,,2.951209226666386e-12,4.077246222977104e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.72,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2438,wet phonolite1,Gd,Tracer,diffusion triple,1528.15,500,,,6.606934480075939e-12,9.127817306526735e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.86,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2490,Trachyte1,Yb,Tracer,diffusion triple,1323.15,500,,,6.760829753919821e-15,1.089717006535247e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.1,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2491,Trachyte1,Yb,Tracer,diffusion triple,1423.15,500,,,2.344228815319911e-14,3.238671794833632e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.04,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2492,Trachyte1,Yb,Tracer,diffusion triple,1423.15,500,,,1.819700858609977e-14,2.933011249520659e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.08,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2493,Trachyte1,Yb,Tracer,diffusion triple,1468.15,500,,,3.467368504525294e-14,4.7903466182622e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.07,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2494,Trachyte1,Yb,Tracer,diffusion triple,1523.15,500,,,5.88843655355586e-14,9.491038360481273e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2495,Trachyte1,Yb,Tracer,diffusion triple,1527.15,500,,,6.760829753919804e-14,7.783692903823174e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2496,wet trachyte1,Yb,Tracer,diffusion triple,1323.15,500,,,2.187761623949545e-13,7.556260953496003e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.71,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2497,wet trachyte1,Yb,Tracer,diffusion triple,1373.15,500,,,2.818382931264441e-13,5.191653219102692e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.15,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2498,wet trachyte1,Yb,Tracer,diffusion triple,1423.15,500,,,3.890451449942797e-13,1.074971461638643e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.13,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2499,wet trachyte1,Yb,Tracer,diffusion triple,1527.15,500,,,1.230268770812377e-12,2.26623882563895e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.4,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2500,phonolite1,Yb,Tracer,diffusion triple,1373.15,500,,,3.311311214825902e-14,1.067440617813098e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2501,phonolite1,Yb,Tracer,diffusion triple,1423.15,500,,,1e-13,1.842068074395237e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2502,phonolite1,Yb,Tracer,diffusion triple,1423.15,500,,,6.025595860743546e-14,1.109955776428377e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.06,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2503,phonolite1,Yb,Tracer,diffusion triple,1473.15,500,,,1.949844599758033e-13,3.59174648724623e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2504,phonolite1,Yb,Tracer,diffusion triple,1523.15,500,,,4.677351412871968e-13,7.538999746581542e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.04,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2505,phonolite1,Yb,Tracer,diffusion triple,1523.15,500,,,3.801893963205604e-13,7.003347491857021e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2506,wet phonolite1,Yb,Tracer,diffusion triple,1323.15,500,,,2.754228703338154e-13,1.141532271900496e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.6,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,64.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2507,wet phonolite1,Yb,Tracer,diffusion triple,1423.15,500,,,1.548816618912475e-12,2.139769235093582e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.68,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2508,wet phonolite1,Yb,Tracer,diffusion triple,1473.15,500,,,2.137962089502227e-12,2.953703782004538e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.72,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2509,wet phonolite1,Yb,Tracer,diffusion triple,1528.15,500,,,5.495408738576231e-12,6.326823120677423e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.86,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2669,Trachyte1,Zr,Tracer,diffusion triple,1323.15,500,,,8.128305161640952e-16,2.058772572615111e-16,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.1,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2670,Trachyte1,Zr,Tracer,diffusion triple,1423.15,500,,,4.570881896148727e-15,1.052484451590842e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.04,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2671,Trachyte1,Zr,Tracer,diffusion triple,1423.15,500,,,2.8840315031266e-14,2.058625663515601e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.08,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2672,Trachyte1,Zr,Tracer,diffusion triple,1527.15,500,,,1.949844599758037e-14,3.142778176340459e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2673,wet trachyte1,Zr,Tracer,diffusion triple,1323.15,500,,,8.12830516164097e-14,1.684450286685095e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.71,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2674,wet trachyte1,Zr,Tracer,diffusion triple,1373.15,500,,,1.202264434617412e-13,2.214652931989574e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.15,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2675,wet trachyte1,Zr,Tracer,diffusion triple,1423.15,500,,,1.905460717963242e-13,4.387485444467893e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.13,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2676,wet trachyte1,Zr,Tracer,diffusion triple,1464.15,500,,,3.890451449942797e-13,6.27066685955875e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.66,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2677,wet trachyte1,Zr,Tracer,diffusion triple,1527.15,500,,,5.62341325190347e-13,9.063871267904672e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.4,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2678,phonolite1,Zr,Tracer,diffusion triple,1373.15,500,,,7.24435960074985e-15,4.170188606243725e-15,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2679,phonolite1,Zr,Tracer,diffusion triple,1423.15,500,,,2.8840315031266e-14,7.968873536189424e-15,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
